score_id,student_id,course_id,exam_type_id,exam_name,exam_date,score,score_level,ranking,teacher_id,comments,difficulty,completion_status
1470,34,5,2,化学期末考试,2025-03-04,81.7,B,408.0,4,化学期末考试表现B级,中等,全部完成
1471,34,5,3,化学月考,2024-01-19,56.6,E,,5,化学月考表现E级,中等,全部完成
1472,34,5,4,化学单元测试,2025-06-30,68.0,D,350.0,9,化学单元测试表现D级,中等,完整
1473,34,6,1,生物期中考试,2024-01-16,57.2,E,76.0,9,生物期中考试表现E级,中等,部分未完成
1474,34,6,2,生物期末考试,2025-03-13,46.3,E,367.0,6,生物期末考试表现E级,简单,部分未完成
1475,34,6,3,生物月考,2025-03-12,87.3,B,,1,,困难,部分未完成
1476,34,6,4,生物单元测试,2024-02-10,58.2,E,,7,生物单元测试表现E级,中等,部分未完成
1477,34,7,1,历史期中考试,2025-03-09,82.3,B,474.0,4,历史期中考试表现B级,中等,全部完成
1478,34,7,2,历史期末考试,2025-04-23,58.0,E,62.0,2,历史期末考试表现E级,简单,完整
1479,34,7,3,历史月考,2024-09-01,48.4,E,463.0,4,历史月考表现E级,困难,完整
1480,34,7,4,历史单元测试,2025-10-28,96.7,A,244.0,10,历史单元测试表现A级,简单,完整
1481,34,8,1,地理期中考试,2024-11-23,62.9,D,256.0,1,地理期中考试表现D级,中等,部分未完成
1482,34,8,2,地理期末考试,2025-09-19,62.3,D,395.0,10,地理期末考试表现D级,困难,全部完成
1483,34,8,3,地理月考,2024-08-23,90.5,A,89.0,1,,中等,全部完成
1484,34,8,4,地理单元测试,2024-08-28,70.4,C,,10,地理单元测试表现C级,简单,部分未完成
1485,34,9,1,政治期中考试,2025-08-29,58.9,E,273.0,4,政治期中考试表现E级,中等,完整
1486,34,9,2,政治期末考试,2024-11-09,93.5,A,6.0,6,政治期末考试表现A级,中等,完整
1487,34,9,3,政治月考,2024-07-05,86.3,B,167.0,5,政治月考表现B级,简单,完整
1488,34,9,4,政治单元测试,2025-11-13,91.4,A,175.0,5,政治单元测试表现A级,中等,完整
1489,34,10,1,体育期中考试,2025-07-31,67.1,D,208.0,5,体育期中考试表现D级,中等,完整
1490,34,10,2,体育期末考试,2025-04-25,52.4,E,10.0,9,体育期末考试表现E级,简单,完整
1491,34,10,3,体育月考,2024-05-27,78.0,C,166.0,8,体育月考表现C级,中等,完整
1492,34,10,4,体育单元测试,2025-05-01,86.9,B,57.0,3,体育单元测试表现B级,中等,完整
1493,34,13,1,信息技术期中考试,2024-06-04,60.5,D,243.0,7,信息技术期中考试表现D级,困难,完整
1494,34,13,2,信息技术期末考试,2024-08-27,57.8,E,409.0,3,信息技术期末考试表现E级,简单,完整
1495,34,13,3,信息技术月考,2024-07-05,54.3,E,255.0,7,,中等,全部完成
1496,34,13,4,信息技术单元测试,2024-02-16,81.2,B,401.0,1,信息技术单元测试表现B级,简单,部分未完成
1497,35,1,1,语文期中考试,2024-07-12,78.6,C,157.0,7,语文期中考试表现C级,中等,完整
1498,35,1,2,语文期末考试,2025-07-03,50.1,E,,8,语文期末考试表现E级,中等,部分未完成
1499,35,1,3,语文月考,2024-01-02,86.3,B,108.0,2,语文月考表现B级,中等,完整
1500,35,1,4,语文单元测试,2024-04-09,86.7,B,70.0,2,语文单元测试表现B级,简单,完整
1501,35,2,1,数学期中考试,2024-06-15,58.5,E,485.0,5,数学期中考试表现E级,中等,完整
1502,35,2,2,数学期末考试,2025-02-17,58.4,E,199.0,5,数学期末考试表现E级,中等,全部完成
1503,35,2,3,数学月考,2025-01-30,60.8,D,289.0,10,数学月考表现D级,简单,完整
1504,35,2,4,数学单元测试,2025-09-03,55.6,E,42.0,6,数学单元测试表现E级,中等,完整
1505,35,3,1,英语期中考试,2024-10-21,82.1,B,,9,英语期中考试表现B级,简单,完整
1506,35,3,2,英语期末考试,2025-08-29,69.0,D,274.0,5,英语期末考试表现D级,困难,完整
1507,35,3,3,英语月考,2024-03-26,49.2,E,286.0,6,英语月考表现E级,中等,完整
1508,35,3,4,英语单元测试,2024-09-29,83.0,B,237.0,6,英语单元测试表现B级,困难,部分未完成
1509,35,4,1,物理期中考试,2025-12-31,62.2,D,471.0,6,物理期中考试表现D级,中等,全部完成
1510,35,4,2,物理期末考试,2024-07-25,76.3,C,320.0,10,物理期末考试表现C级,简单,完整
1511,35,4,3,物理月考,2024-03-03,54.8,E,138.0,8,物理月考表现E级,中等,部分未完成
1512,35,4,4,物理单元测试,2025-04-06,87.2,B,,5,物理单元测试表现B级,中等,完整
1513,35,5,1,化学期中考试,2024-10-14,63.4,D,223.0,1,化学期中考试表现D级,简单,完整
1514,35,5,2,化学期末考试,2024-07-11,62.1,D,227.0,7,化学期末考试表现D级,中等,全部完成
1515,35,5,3,化学月考,2025-06-23,81.3,B,263.0,6,化学月考表现B级,简单,完整
1516,35,5,4,化学单元测试,2024-06-08,84.9,B,130.0,8,化学单元测试表现B级,简单,部分未完成
1517,35,6,1,生物期中考试,2025-04-27,45.2,E,271.0,6,生物期中考试表现E级,困难,完整
1518,35,6,2,生物期末考试,2025-11-23,89.6,D,93.0,6,,困难,完整
1519,35,6,3,生物月考,2024-01-11,70.5,C,,1,生物月考表现C级,中等,完整
1520,35,6,4,生物单元测试,2025-04-23,54.3,E,324.0,5,生物单元测试表现E级,中等,完整
1521,35,7,1,历史期中考试,2024-05-07,85.3,B,,8,历史期中考试表现B级,中等,完整
1522,35,7,2,历史期末考试,2024-10-30,84.0,B,,8,历史期末考试表现B级,中等,完整
1523,35,7,3,历史月考,2025-01-26,95.5,A,310.0,4,历史月考表现A级,困难,完整
1524,35,7,4,历史单元测试,2025-01-31,59.4,E,205.0,5,,中等,部分未完成
1525,35,8,1,地理期中考试,2025-04-06,96.5,A,399.0,8,地理期中考试表现A级,中等,完整
1526,35,8,2,地理期末考试,2024-10-01,58.3,E,87.0,2,地理期末考试表现E级,困难,完整
1527,35,8,3,地理月考,2025-11-02,62.4,D,,2,地理月考表现D级,中等,部分未完成
1528,35,8,4,地理单元测试,2024-04-02,74.2,C,113.0,6,地理单元测试表现C级,中等,部分未完成
1529,35,9,1,政治期中考试,2025-11-23,67.9,D,357.0,1,,简单,完整
1530,35,9,2,政治期末考试,2024-04-09,58.5,E,,9,,中等,完整
1531,35,9,3,政治月考,2024-09-25,71.8,C,459.0,1,政治月考表现C级,简单,部分未完成
1532,35,9,4,政治单元测试,2025-09-16,79.5,B,161.0,9,政治单元测试表现B级,中等,完整
1533,35,10,1,体育期中考试,2024-02-25,85.0,B,,7,体育期中考试表现B级,中等,部分未完成
1534,35,10,2,体育期末考试,2025-06-30,59.1,D,16.0,8,体育期末考试表现D级,中等,完整
1535,35,10,3,体育月考,2024-05-04,63.1,D,32.0,3,体育月考表现D级,中等,全部完成
1536,35,10,4,体育单元测试,2024-09-15,48.1,E,210.0,6,体育单元测试表现E级,困难,完整
1537,35,13,1,信息技术期中考试,2025-02-11,84.3,B,5.0,4,信息技术期中考试表现B级,简单,完整
1538,35,13,2,信息技术期末考试,2024-04-04,77.8,C,189.0,4,信息技术期末考试表现C级,简单,完整
1539,35,13,3,信息技术月考,2025-02-18,83.5,B,93.0,3,信息技术月考表现B级,简单,完整
1540,35,13,4,信息技术单元测试,2024-04-23,53.6,E,280.0,9,信息技术单元测试表现E级,中等,全部完成
1541,36,1,1,语文期中考试,2024-10-28,69.6,C,,2,语文期中考试表现C级,困难,部分未完成
1542,36,1,2,语文期末考试,2025-04-10,82.6,B,406.0,8,语文期末考试表现B级,简单,部分未完成
1543,36,1,3,语文月考,2024-10-15,71.3,C,452.0,2,语文月考表现C级,困难,完整
1544,36,1,4,语文单元测试,2024-03-22,46.1,E,297.0,1,语文单元测试表现E级,简单,部分未完成
1545,36,2,1,数学期中考试,2025-01-28,66.7,D,377.0,1,数学期中考试表现D级,中等,全部完成
1546,36,2,2,数学期末考试,2024-11-28,84.7,B,315.0,6,,中等,完整
1547,36,2,3,数学月考,2025-10-21,69.6,D,121.0,6,数学月考表现D级,困难,全部完成
1548,36,2,4,数学单元测试,2025-05-13,78.0,C,302.0,3,数学单元测试表现C级,简单,完整
1549,36,3,1,英语期中考试,2025-11-01,62.1,D,367.0,5,英语期中考试表现D级,中等,完整
1550,36,3,2,英语期末考试,2024-09-28,54.6,E,40.0,7,英语期末考试表现E级,困难,部分未完成
1551,36,3,3,英语月考,2025-03-14,84.7,B,457.0,7,英语月考表现B级,简单,完整
1552,36,3,4,英语单元测试,2025-03-05,55.7,E,393.0,5,英语单元测试表现E级,简单,完整
1553,36,4,1,物理期中考试,2024-07-18,61.6,D,240.0,3,物理期中考试表现D级,困难,全部完成
1554,36,4,2,物理期末考试,2024-07-20,68.4,D,180.0,9,物理期末考试表现D级,简单,完整
1555,36,4,3,物理月考,2024-05-09,89.8,B,230.0,8,物理月考表现B级,中等,完整
1556,36,4,4,物理单元测试,2025-10-18,88.9,B,343.0,7,,中等,完整
1557,36,5,1,化学期中考试,2025-06-26,87.3,B,249.0,9,化学期中考试表现B级,简单,部分未完成
1558,36,5,2,化学期末考试,2025-09-14,46.2,E,91.0,8,化学期末考试表现E级,简单,完整
1559,36,5,3,化学月考,2024-01-18,45.5,E,108.0,9,化学月考表现E级,中等,完整
1560,36,5,4,化学单元测试,2025-01-06,63.1,D,401.0,6,化学单元测试表现D级,困难,完整
1561,36,6,1,生物期中考试,2024-03-05,87.7,B,92.0,1,生物期中考试表现B级,困难,部分未完成
1562,36,6,2,生物期末考试,2025-05-28,92.5,A,,9,生物期末考试表现A级,中等,完整
1563,36,6,3,生物月考,2025-11-24,58.4,E,374.0,8,生物月考表现E级,困难,完整
1564,36,6,4,生物单元测试,2024-03-22,68.4,D,318.0,1,生物单元测试表现D级,中等,完整
1565,36,7,1,历史期中考试,2025-06-04,54.4,E,340.0,3,,中等,全部完成
1566,36,7,2,历史期末考试,2024-10-04,63.4,D,462.0,4,,简单,完整
1567,36,7,3,历史月考,2024-07-14,79.5,E,16.0,3,历史月考表现E级,困难,完整
1568,36,7,4,历史单元测试,2025-02-10,48.7,E,461.0,10,历史单元测试表现E级,简单,完整
1569,36,8,1,地理期中考试,2024-02-16,61.8,D,285.0,3,地理期中考试表现D级,困难,完整
1570,36,8,2,地理期末考试,2024-01-25,45.1,E,247.0,5,地理期末考试表现E级,简单,全部完成
1571,36,8,3,地理月考,2025-03-15,85.3,B,328.0,4,地理月考表现B级,困难,完整
1572,36,8,4,地理单元测试,2025-03-31,64.9,D,420.0,2,地理单元测试表现D级,中等,完整
1573,36,9,1,政治期中考试,2025-04-29,84.3,B,215.0,4,政治期中考试表现B级,中等,完整
1574,36,9,2,政治期末考试,2024-10-20,59.3,A,107.0,2,,中等,完整
1575,36,9,3,政治月考,2025-10-24,75.1,C,371.0,2,政治月考表现C级,简单,完整
1576,36,9,4,政治单元测试,2025-07-06,83.6,B,185.0,9,政治单元测试表现B级,困难,完整
1577,36,10,1,体育期中考试,2025-09-17,55.7,E,364.0,8,体育期中考试表现E级,困难,完整
1578,36,10,2,体育期末考试,2024-06-16,53.4,E,350.0,10,体育期末考试表现E级,中等,全部完成
1579,36,10,3,体育月考,2024-05-04,71.0,C,104.0,4,体育月考表现C级,中等,完整
1580,36,10,4,体育单元测试,2025-04-27,79.9,C,,2,体育单元测试表现C级,中等,部分未完成
1581,36,13,1,信息技术期中考试,2025-10-08,77.2,C,321.0,10,信息技术期中考试表现C级,中等,完整
1582,36,13,2,信息技术期末考试,2024-07-19,52.2,E,341.0,6,信息技术期末考试表现E级,简单,全部完成
1583,36,13,3,信息技术月考,2025-03-08,66.9,D,350.0,10,信息技术月考表现D级,中等,完整
1584,36,13,4,信息技术单元测试,2024-04-08,53.0,E,385.0,8,信息技术单元测试表现E级,中等,完整
1585,37,1,1,语文期中考试,2025-05-06,73.7,C,114.0,7,语文期中考试表现C级,困难,部分未完成
1586,37,1,2,语文期末考试,2025-08-15,52.1,E,289.0,1,语文期末考试表现E级,中等,全部完成
1587,37,1,3,语文月考,2024-06-27,81.2,B,212.0,4,语文月考表现B级,简单,完整
1588,37,1,4,语文单元测试,2025-08-05,51.6,E,420.0,6,语文单元测试表现E级,困难,部分未完成
1589,37,2,1,数学期中考试,2024-05-31,52.3,E,182.0,4,数学期中考试表现E级,中等,部分未完成
1590,37,2,2,数学期末考试,2024-04-09,58.2,E,322.0,4,数学期末考试表现E级,中等,全部完成
1591,37,2,3,数学月考,2025-08-22,54.7,E,460.0,5,数学月考表现E级,困难,完整
1592,37,2,4,数学单元测试,2025-04-16,93.0,A,412.0,3,数学单元测试表现A级,中等,部分未完成
1593,37,3,1,英语期中考试,2025-08-20,88.5,B,,1,英语期中考试表现B级,中等,部分未完成
1594,37,3,2,英语期末考试,2024-03-27,69.1,A,90.0,1,英语期末考试表现A级,简单,完整
1595,37,3,3,英语月考,2024-03-31,65.6,D,127.0,7,英语月考表现D级,简单,完整
1596,37,3,4,英语单元测试,2024-05-26,73.4,C,259.0,5,英语单元测试表现C级,中等,完整
1597,37,4,1,物理期中考试,2025-03-29,92.7,A,249.0,3,物理期中考试表现A级,中等,完整
1598,37,4,2,物理期末考试,2025-06-06,56.9,E,129.0,7,物理期末考试表现E级,中等,完整
1599,37,4,3,物理月考,2025-09-21,88.5,B,238.0,1,物理月考表现B级,简单,完整
1600,37,4,4,物理单元测试,2024-06-01,77.9,C,11.0,5,,简单,全部完成
1601,37,5,1,化学期中考试,2025-01-20,63.1,D,8.0,8,化学期中考试表现D级,困难,完整
1602,37,5,2,化学期末考试,2024-04-10,47.5,E,281.0,5,化学期末考试表现E级,中等,部分未完成
1603,37,5,3,化学月考,2024-03-12,53.6,E,480.0,6,化学月考表现E级,中等,完整
1604,37,5,4,化学单元测试,2024-10-24,65.6,D,381.0,5,化学单元测试表现D级,简单,完整
1605,37,6,1,生物期中考试,2024-05-03,61.8,D,496.0,1,,困难,完整
1606,37,6,2,生物期末考试,2024-06-02,90.4,A,278.0,3,,中等,全部完成
1607,37,6,3,生物月考,2025-08-23,87.3,B,217.0,10,生物月考表现B级,中等,完整
1608,37,6,4,生物单元测试,2024-12-18,45.8,E,,4,生物单元测试表现E级,中等,完整
1609,37,7,1,历史期中考试,2025-07-20,76.6,C,133.0,9,历史期中考试表现C级,中等,完整
1610,37,7,2,历史期末考试,2025-04-02,54.8,E,23.0,1,历史期末考试表现E级,简单,全部完成
1611,37,7,3,历史月考,2025-06-16,56.7,E,98.0,8,历史月考表现E级,简单,完整
1612,37,7,4,历史单元测试,2024-07-01,88.4,B,40.0,5,历史单元测试表现B级,困难,完整
1613,37,8,1,地理期中考试,2024-09-24,52.6,E,73.0,5,地理期中考试表现E级,中等,完整
1614,37,8,2,地理期末考试,2024-10-20,73.7,C,195.0,1,,困难,部分未完成
1615,37,8,3,地理月考,2024-05-02,89.1,E,23.0,1,地理月考表现E级,困难,完整
1616,37,8,4,地理单元测试,2025-08-17,68.5,D,28.0,10,地理单元测试表现D级,中等,部分未完成
1617,37,9,1,政治期中考试,2025-04-18,66.6,D,222.0,10,政治期中考试表现D级,中等,完整
1618,37,9,2,政治期末考试,2025-06-26,68.8,D,171.0,7,政治期末考试表现D级,中等,完整
1619,37,9,3,政治月考,2024-04-16,48.4,E,210.0,8,政治月考表现E级,困难,完整
1620,37,9,4,政治单元测试,2025-02-15,72.1,C,335.0,3,政治单元测试表现C级,中等,全部完成
1621,37,10,1,体育期中考试,2024-01-06,73.0,C,310.0,1,体育期中考试表现C级,中等,完整
1622,37,10,2,体育期末考试,2024-06-20,66.6,D,104.0,9,体育期末考试表现D级,中等,完整
1623,37,10,3,体育月考,2025-12-22,71.2,C,140.0,4,体育月考表现C级,中等,完整
1624,37,10,4,体育单元测试,2025-05-09,63.5,D,105.0,9,体育单元测试表现D级,中等,完整
1625,37,13,1,信息技术期中考试,2025-02-26,68.7,D,50.0,4,信息技术期中考试表现D级,简单,部分未完成
1626,37,13,2,信息技术期末考试,2024-09-12,89.5,A,222.0,10,信息技术期末考试表现A级,中等,部分未完成
1627,37,13,3,信息技术月考,2025-06-28,47.0,E,,7,信息技术月考表现E级,困难,完整
1628,37,13,4,信息技术单元测试,2025-06-30,73.8,C,285.0,4,信息技术单元测试表现C级,中等,完整
1629,38,1,1,语文期中考试,2025-06-06,78.6,C,410.0,1,语文期中考试表现C级,简单,完整
1630,38,1,2,语文期末考试,2024-03-14,53.1,E,388.0,6,语文期末考试表现E级,简单,完整
1631,38,1,3,语文月考,2024-04-07,72.6,C,367.0,6,语文月考表现C级,简单,部分未完成
1632,38,1,4,语文单元测试,2024-05-19,57.7,E,,2,语文单元测试表现E级,中等,部分未完成
1633,38,2,1,数学期中考试,2024-08-21,60.9,D,57.0,1,数学期中考试表现D级,中等,全部完成
1634,38,2,2,数学期末考试,2024-07-23,74.9,C,178.0,9,数学期末考试表现C级,简单,全部完成
1635,38,2,3,数学月考,2024-07-06,59.9,B,150.0,5,数学月考表现B级,简单,完整
1636,38,2,4,数学单元测试,2024-04-05,79.9,D,27.0,8,数学单元测试表现D级,中等,完整
1637,38,3,1,英语期中考试,2024-11-09,91.1,A,441.0,2,英语期中考试表现A级,中等,全部完成
1638,38,3,2,英语期末考试,2025-12-22,97.9,A,458.0,7,英语期末考试表现A级,简单,部分未完成
1639,38,3,3,英语月考,2024-03-06,78.8,C,308.0,3,英语月考表现C级,中等,部分未完成
1640,38,3,4,英语单元测试,2025-03-18,48.6,E,474.0,4,英语单元测试表现E级,简单,完整
1641,38,4,1,物理期中考试,2024-05-22,75.7,C,46.0,6,物理期中考试表现C级,困难,全部完成
1642,38,4,2,物理期末考试,2024-01-18,54.6,E,491.0,7,物理期末考试表现E级,中等,完整
1643,38,4,3,物理月考,2024-08-28,56.0,E,82.0,6,物理月考表现E级,中等,全部完成
1644,38,4,4,物理单元测试,2025-05-29,84.0,B,4.0,3,,简单,完整
1645,38,5,1,化学期中考试,2024-05-22,47.8,E,,8,化学期中考试表现E级,中等,全部完成
1646,38,5,2,化学期末考试,2025-06-06,81.5,B,302.0,8,化学期末考试表现B级,中等,部分未完成
1647,38,5,3,化学月考,2024-07-02,61.4,D,9.0,9,化学月考表现D级,中等,完整
1648,38,5,4,化学单元测试,2024-11-22,95.1,A,411.0,8,化学单元测试表现A级,困难,部分未完成
1649,38,6,1,生物期中考试,2024-12-17,61.5,D,484.0,4,生物期中考试表现D级,困难,全部完成
1650,38,6,2,生物期末考试,2025-06-01,78.5,C,133.0,5,生物期末考试表现C级,简单,完整
1651,38,6,3,生物月考,2024-03-05,95.5,A,341.0,9,生物月考表现A级,困难,完整
1652,38,6,4,生物单元测试,2024-05-12,62.5,D,266.0,10,生物单元测试表现D级,简单,完整
1653,38,7,1,历史期中考试,2024-04-29,48.3,E,333.0,2,历史期中考试表现E级,困难,完整
1654,38,7,2,历史期末考试,2024-03-23,82.6,B,341.0,6,历史期末考试表现B级,简单,全部完成
1655,38,7,3,历史月考,2025-06-27,59.1,D,273.0,1,,中等,完整
1656,38,7,4,历史单元测试,2024-04-21,59.8,C,249.0,4,历史单元测试表现C级,中等,完整
1657,38,8,1,地理期中考试,2025-11-28,56.6,E,316.0,5,地理期中考试表现E级,中等,全部完成
1658,38,8,2,地理期末考试,2024-09-21,81.5,B,294.0,3,地理期末考试表现B级,中等,部分未完成
1659,38,8,3,地理月考,2025-10-22,46.1,E,54.0,8,,简单,部分未完成
1660,38,8,4,地理单元测试,2024-03-09,58.0,E,375.0,8,地理单元测试表现E级,中等,完整
1661,38,9,1,政治期中考试,2025-09-24,51.3,E,,8,政治期中考试表现E级,困难,部分未完成
1662,38,9,2,政治期末考试,2024-09-29,49.7,E,215.0,4,政治期末考试表现E级,困难,完整
1663,38,9,3,政治月考,2024-08-18,90.4,A,158.0,7,政治月考表现A级,困难,完整
1664,38,9,4,政治单元测试,2024-12-01,92.6,A,162.0,7,政治单元测试表现A级,中等,完整
1665,38,10,1,体育期中考试,2025-07-30,82.4,B,59.0,9,体育期中考试表现B级,困难,完整
1666,38,10,2,体育期末考试,2024-05-07,57.9,E,149.0,4,体育期末考试表现E级,困难,部分未完成
1667,38,10,3,体育月考,2024-08-26,50.6,E,5.0,3,体育月考表现E级,中等,完整
1668,38,10,4,体育单元测试,2024-03-03,62.7,D,382.0,2,体育单元测试表现D级,简单,完整
1669,38,13,1,信息技术期中考试,2025-03-22,73.1,C,461.0,5,信息技术期中考试表现C级,中等,部分未完成
1670,38,13,2,信息技术期末考试,2024-11-16,48.3,E,13.0,8,,简单,部分未完成
1671,38,13,3,信息技术月考,2025-03-05,90.6,A,212.0,5,信息技术月考表现A级,困难,部分未完成
1672,38,13,4,信息技术单元测试,2025-03-03,78.7,C,194.0,3,信息技术单元测试表现C级,简单,完整
1673,39,1,1,语文期中考试,2024-03-13,87.6,B,10.0,7,语文期中考试表现B级,中等,部分未完成
1674,39,1,2,语文期末考试,2024-03-01,97.6,A,254.0,7,语文期末考试表现A级,中等,完整
1675,39,1,3,语文月考,2024-09-30,81.1,B,,3,,中等,完整
1676,39,1,4,语文单元测试,2025-01-20,57.2,E,58.0,2,语文单元测试表现E级,中等,全部完成
1677,39,2,1,数学期中考试,2025-05-11,78.6,C,380.0,9,,困难,完整
1678,39,2,2,数学期末考试,2025-01-07,90.3,A,126.0,6,数学期末考试表现A级,简单,部分未完成
1679,39,2,3,数学月考,2024-11-27,82.3,B,294.0,1,数学月考表现B级,中等,完整
1680,39,2,4,数学单元测试,2024-09-10,45.2,E,142.0,2,数学单元测试表现E级,中等,部分未完成
1681,39,3,1,英语期中考试,2024-08-26,55.3,E,220.0,3,英语期中考试表现E级,困难,部分未完成
1682,39,3,2,英语期末考试,2024-06-13,74.5,C,350.0,10,英语期末考试表现C级,简单,全部完成
1683,39,3,3,英语月考,2025-12-21,70.3,C,251.0,4,英语月考表现C级,困难,部分未完成
1684,39,3,4,英语单元测试,2024-06-17,47.8,E,227.0,4,英语单元测试表现E级,中等,完整
1685,39,4,1,物理期中考试,2025-10-04,88.2,B,150.0,9,物理期中考试表现B级,简单,部分未完成
1686,39,4,2,物理期末考试,2024-08-01,88.3,B,59.0,5,物理期末考试表现B级,困难,完整
1687,39,4,3,物理月考,2025-04-22,92.8,A,156.0,4,物理月考表现A级,中等,完整
1688,39,4,4,物理单元测试,2024-03-09,63.7,D,101.0,2,物理单元测试表现D级,困难,完整
1689,39,5,1,化学期中考试,2024-08-22,82.3,B,194.0,10,化学期中考试表现B级,困难,部分未完成
1690,39,5,2,化学期末考试,2024-04-22,72.7,C,,3,化学期末考试表现C级,中等,完整
1691,39,5,3,化学月考,2024-09-30,55.6,E,377.0,8,化学月考表现E级,困难,完整
1692,39,5,4,化学单元测试,2024-04-27,97.2,A,116.0,8,化学单元测试表现A级,中等,完整
1693,39,6,1,生物期中考试,2024-03-30,94.2,A,491.0,4,生物期中考试表现A级,中等,全部完成
1694,39,6,2,生物期末考试,2025-10-27,75.0,C,483.0,4,生物期末考试表现C级,简单,完整
1695,39,6,3,生物月考,2024-01-22,81.9,B,280.0,10,生物月考表现B级,困难,完整
1696,39,6,4,生物单元测试,2025-10-23,70.2,C,,5,生物单元测试表现C级,困难,完整
1697,39,7,1,历史期中考试,2024-12-29,97.2,A,82.0,9,历史期中考试表现A级,困难,完整
1698,39,7,2,历史期末考试,2024-12-04,48.0,E,146.0,10,历史期末考试表现E级,简单,完整
1699,39,7,3,历史月考,2024-04-27,89.1,E,,6,历史月考表现E级,中等,完整
1700,39,7,4,历史单元测试,2025-08-13,47.1,E,236.0,7,历史单元测试表现E级,中等,全部完成
1701,39,8,1,地理期中考试,2025-12-08,72.6,C,186.0,9,地理期中考试表现C级,中等,完整
1702,39,8,2,地理期末考试,2025-05-25,87.9,B,252.0,5,地理期末考试表现B级,中等,完整
1703,39,8,3,地理月考,2025-08-29,95.3,A,291.0,3,地理月考表现A级,中等,部分未完成
1704,39,8,4,地理单元测试,2025-11-09,73.0,C,130.0,1,地理单元测试表现C级,中等,完整
1705,39,9,1,政治期中考试,2024-05-02,61.5,D,413.0,4,政治期中考试表现D级,中等,完整
1706,39,9,2,政治期末考试,2025-05-12,94.2,A,404.0,2,政治期末考试表现A级,简单,全部完成
1707,39,9,3,政治月考,2025-08-18,75.8,C,349.0,9,政治月考表现C级,中等,全部完成
1708,39,9,4,政治单元测试,2025-08-09,83.9,B,429.0,8,政治单元测试表现B级,简单,全部完成
1709,39,10,1,体育期中考试,2024-02-21,72.8,C,304.0,8,,简单,完整
1710,39,10,2,体育期末考试,2024-06-18,87.0,B,159.0,1,体育期末考试表现B级,简单,完整
1711,39,10,3,体育月考,2025-06-16,77.5,C,116.0,2,体育月考表现C级,中等,完整
1712,39,10,4,体育单元测试,2024-06-19,96.9,A,228.0,9,体育单元测试表现A级,简单,完整
1713,39,13,1,信息技术期中考试,2025-05-09,75.7,C,403.0,1,信息技术期中考试表现C级,简单,完整
1714,39,13,2,信息技术期末考试,2025-04-25,59.3,E,,10,,中等,部分未完成
1715,39,13,3,信息技术月考,2025-01-10,52.3,E,411.0,4,信息技术月考表现E级,中等,完整
1716,39,13,4,信息技术单元测试,2025-04-29,97.7,A,421.0,9,信息技术单元测试表现A级,中等,部分未完成
1717,40,1,1,语文期中考试,2025-03-10,89.1,E,,3,语文期中考试表现E级,困难,完整
1718,40,1,2,语文期末考试,2025-09-13,82.9,B,12.0,3,语文期末考试表现B级,简单,全部完成
1719,40,1,3,语文月考,2025-06-13,79.3,C,215.0,6,语文月考表现C级,中等,全部完成
1720,40,1,4,语文单元测试,2025-12-09,66.7,D,464.0,5,语文单元测试表现D级,困难,全部完成
1721,40,2,1,数学期中考试,2025-10-13,73.6,C,181.0,7,数学期中考试表现C级,简单,完整
1722,40,2,2,数学期末考试,2025-03-30,84.9,B,17.0,3,数学期末考试表现B级,中等,部分未完成
1723,40,2,3,数学月考,2025-05-29,89.6,A,420.0,4,数学月考表现A级,中等,全部完成
1724,40,2,4,数学单元测试,2025-09-15,74.7,C,241.0,8,数学单元测试表现C级,中等,完整
1725,40,3,1,英语期中考试,2024-04-30,58.0,E,7.0,8,英语期中考试表现E级,中等,完整
1726,40,3,2,英语期末考试,2025-04-13,87.8,B,239.0,7,,困难,部分未完成
1727,40,3,3,英语月考,2024-04-19,72.5,C,83.0,8,英语月考表现C级,困难,部分未完成
1728,40,3,4,英语单元测试,2025-07-22,78.4,C,27.0,5,英语单元测试表现C级,困难,全部完成
1729,40,4,1,物理期中考试,2025-06-06,89.6,C,271.0,10,,简单,全部完成
1730,40,4,2,物理期末考试,2025-08-30,97.3,A,442.0,2,物理期末考试表现A级,中等,全部完成
1731,40,4,3,物理月考,2024-09-30,81.9,B,166.0,7,,中等,完整
1732,40,4,4,物理单元测试,2024-04-16,46.4,E,153.0,2,物理单元测试表现E级,简单,完整
1733,40,5,1,化学期中考试,2025-09-03,64.7,D,228.0,6,化学期中考试表现D级,困难,全部完成
1734,40,5,2,化学期末考试,2024-03-09,64.0,D,434.0,10,化学期末考试表现D级,中等,完整
1735,40,5,3,化学月考,2025-09-11,67.3,D,278.0,4,化学月考表现D级,困难,部分未完成
1736,40,5,4,化学单元测试,2025-07-17,85.5,B,156.0,10,化学单元测试表现B级,中等,部分未完成
1737,40,6,1,生物期中考试,2025-09-10,81.7,B,129.0,10,生物期中考试表现B级,困难,全部完成
1738,40,6,2,生物期末考试,2024-04-19,62.6,D,454.0,9,生物期末考试表现D级,简单,完整
1739,40,6,3,生物月考,2024-04-11,61.8,D,120.0,2,生物月考表现D级,困难,全部完成
1740,40,6,4,生物单元测试,2024-02-04,83.3,B,59.0,4,生物单元测试表现B级,中等,完整
1741,40,7,1,历史期中考试,2025-03-26,78.5,C,,2,历史期中考试表现C级,简单,部分未完成
