grade_id,student_id,course_id,semester,academic_year,midterm_score,final_score,usual_score,total_score,grade_level,ranking,teacher_id
925,93,11,第一学期,2023-2024,93.9,54.4,77.7,75.3,中等,72.0,3
926,93,5,第一学期,2024-2025,95.5,69.3,72.0,78.9,中等,59.0,3
927,93,6,第二学期,2024-2025,,66.3,98.7,73.3,中等,,3
928,93,13,第二学期,2023-2024,50.0,80.0,53.7,61.2,及格,177.0,3
929,93,2,第二学期,2023-2024,77.6,55.6,89.5,74.2,中等,98.0,3
930,93,12,第二学期,2024-2025,63.7,86.0,51.9,67.2,及格,195.0,3
931,93,7,第一学期,2024-2025,79.5,92.0,77.7,83.1,良好,51.0,3
932,93,4,第一学期,2023-2024,60.7,59.7,77.4,65.9,及格,60.0,3
933,94,2,第二学期,2023-2024,73.7,61.9,69.4,68.3,及格,148.0,3
934,94,8,第二学期,2024-2025,49.2,56.8,89.6,65.2,及格,93.0,3
935,94,11,第一学期,2023-2024,94.7,63.2,85.1,81.0,良好,348.0,3
936,94,10,第一学期,2024-2025,64.9,62.3,75.1,67.4,及格,459.0,3
937,94,5,第二学期,2024-2025,90.9,78.1,50.4,73.1,中等,339.0,3
938,94,6,第二学期,2024-2025,47.4,95.5,72.6,71.8,中等,298.0,3
939,94,3,第一学期,2023-2024,88.6,85.5,65.5,79.9,,215.0,3
940,94,9,第一学期,2024-2025,96.8,67.0,94.5,86.1,,206.0,3
941,94,1,第二学期,2023-2024,79.6,,52.3,73.9,中等,275.0,3
942,94,12,第二学期,2024-2025,50.4,83.9,95.7,76.7,中等,485.0,3
943,94,4,第二学期,2023-2024,78.1,61.0,80.9,73.3,中等,488.0,3
944,95,11,第二学期,2023-2024,46.2,69.0,59.4,58.2,不及格,14.0,3
945,95,12,第二学期,2024-2025,73.2,82.6,97.5,84.4,良好,5.0,3
946,95,7,第二学期,2023-2024,82.4,67.7,71.0,73.7,中等,,3
947,95,13,第一学期,2024-2025,58.0,76.8,68.1,67.6,及格,207.0,3
948,95,8,第二学期,2024-2025,84.9,59.3,79.6,74.6,中等,221.0,3
949,95,5,第二学期,2023-2024,53.8,48.3,89.1,63.7,及格,368.0,3
950,95,1,第一学期,2023-2024,77.1,55.7,50.3,61.0,及格,202.0,3
951,95,4,第二学期,2024-2025,66.0,63.8,86.1,72.0,中等,,3
952,96,1,第二学期,2024-2025,65.8,75.3,50.2,63.8,及格,261.0,3
953,96,13,第二学期,2023-2024,69.4,55.8,71.7,65.6,及格,24.0,3
954,96,6,第二学期,2024-2025,56.6,83.8,71.2,70.5,中等,279.0,3
955,96,5,第一学期,2023-2024,75.8,66.9,89.2,77.3,中等,202.0,3
956,96,11,第二学期,2023-2024,48.0,65.2,89.0,67.4,及格,450.0,3
957,96,3,第一学期,2023-2024,63.1,82.4,99.5,81.7,良好,440.0,3
958,96,2,第二学期,2023-2024,79.5,78.4,94.2,84.0,良好,260.0,3
959,96,10,第一学期,2024-2025,89.7,87.2,68.6,81.8,良好,225.0,3
960,96,12,第一学期,2024-2025,55.7,91.4,77.6,74.9,中等,198.0,3
961,96,9,第二学期,2024-2025,77.3,57.1,61.8,65.4,及格,426.0,3
962,96,7,第一学期,2023-2024,78.3,54.5,65.4,66.1,及格,247.0,3
963,96,8,第二学期,2023-2024,75.7,78.6,93.0,82.4,良好,275.0,3
964,97,1,第一学期,2024-2025,69.1,72.4,74.0,71.8,中等,423.0,3
965,97,11,第二学期,2024-2025,48.9,96.4,52.0,65.8,及格,332.0,3
966,97,12,第二学期,2024-2025,93.0,47.0,69.8,69.9,及格,82.0,3
967,97,9,第二学期,2024-2025,49.5,49.1,85.6,61.4,及格,20.0,3
968,97,5,第一学期,2024-2025,73.8,57.2,71.8,67.6,及格,112.0,3
969,97,7,第二学期,2023-2024,90.5,93.1,54.9,79.5,中等,179.0,3
970,97,4,第一学期,2024-2025,85.3,82.0,61.9,76.4,中等,73.0,3
971,97,6,第一学期,2024-2025,63.8,84.0,72.3,73.4,中等,448.0,3
972,97,10,第一学期,2024-2025,74.6,70.4,55.5,66.8,及格,375.0,3
973,97,3,第二学期,2024-2025,77.9,75.5,95.2,82.9,良好,28.0,3
974,97,8,第一学期,2024-2025,61.5,74.6,94.2,76.8,,1.0,3
975,97,2,第二学期,2024-2025,88.1,50.3,88.1,75.5,中等,119.0,3
976,98,11,第一学期,2023-2024,50.6,82.4,98.1,77.0,中等,467.0,3
977,98,7,第一学期,2024-2025,94.3,60.7,,72.5,中等,169.0,3
978,98,8,第一学期,2024-2025,66.3,77.9,71.0,71.7,中等,267.0,3
979,98,13,第一学期,2024-2025,91.0,84.3,86.5,87.3,良好,247.0,3
980,98,12,第二学期,2023-2024,60.1,86.1,89.0,78.4,中等,42.0,3
981,98,3,第二学期,2024-2025,67.7,60.6,50.1,59.5,不及格,178.0,3
982,98,2,第一学期,2023-2024,94.2,81.5,61.6,79.1,中等,199.0,3
983,98,5,第二学期,2023-2024,46.6,73.5,52.9,57.7,不及格,152.0,3
984,98,9,第二学期,2023-2024,88.3,59.4,90.1,79.3,中等,223.0,3
985,98,4,第一学期,2024-2025,64.3,50.5,94.9,69.9,及格,110.0,3
986,98,10,第一学期,2023-2024,47.9,73.6,54.4,58.6,不及格,486.0,3
987,99,2,第二学期,2023-2024,51.3,69.1,77.7,66.0,,192.0,3
988,99,11,第一学期,2024-2025,58.6,47.4,78.4,61.5,,33.0,3
989,99,9,第二学期,2023-2024,79.5,49.3,75.8,68.2,,141.0,3
990,99,3,第一学期,2023-2024,55.5,49.0,83.9,62.8,及格,354.0,3
991,99,1,第二学期,2023-2024,92.6,79.2,70.4,80.7,良好,182.0,3
992,99,5,第二学期,2024-2025,78.6,65.7,99.0,81.1,良好,434.0,3
993,99,7,第一学期,2023-2024,65.9,75.8,51.3,64.3,及格,132.0,3
994,99,13,第一学期,2024-2025,46.3,61.9,69.4,59.2,不及格,188.0,3
995,100,2,第二学期,2024-2025,82.9,62.5,54.0,66.5,及格,397.0,3
996,100,8,第二学期,2023-2024,80.6,80.1,69.7,76.8,中等,282.0,3
997,100,1,第一学期,2023-2024,76.8,64.0,93.5,78.1,中等,103.0,3
998,100,7,第一学期,2023-2024,85.7,80.5,53.2,73.1,中等,239.0,3
999,100,4,第二学期,2023-2024,97.5,52.5,58.9,69.6,及格,445.0,3
1000,100,11,第一学期,2024-2025,55.0,,66.9,62.5,及格,8.0,3
1001,100,3,第二学期,2024-2025,73.9,59.5,61.4,64.9,及格,161.0,3
1002,100,5,第二学期,2024-2025,52.1,51.2,77.1,60.1,及格,331.0,3
1003,100,6,第二学期,2024-2025,91.7,91.5,59.7,81.0,良好,,3
1004,100,12,第二学期,2023-2024,68.2,50.5,88.3,69.0,及格,417.0,3
1005,100,9,第二学期,2024-2025,84.2,89.9,58.6,77.6,中等,345.0,3
1006,101,9,第一学期,2023-2024,45.1,53.3,82.6,60.3,及格,4.0,3
1007,101,1,第一学期,2024-2025,54.1,71.4,99.4,75.0,中等,109.0,3
1008,101,11,第一学期,2023-2024,85.2,47.9,77.4,70.2,中等,82.0,3
1009,101,8,第一学期,2023-2024,95.2,51.2,63.0,69.8,及格,319.0,3
1010,101,2,第二学期,2023-2024,53.1,78.8,67.5,66.5,及格,296.0,3
1011,101,6,第一学期,2023-2024,52.8,56.4,64.3,57.8,不及格,190.0,3
1012,101,7,第一学期,2024-2025,47.2,49.6,50.2,49.0,不及格,234.0,3
1013,101,4,第二学期,2024-2025,97.6,93.5,65.7,85.6,良好,440.0,3
1014,102,11,第一学期,2023-2024,92.8,,,90.2,优秀,457.0,3
1015,102,13,第二学期,2023-2024,69.8,56.6,79.7,68.7,及格,468.0,3
1016,102,12,第一学期,2024-2025,93.3,66.0,51.1,70.1,中等,61.0,3
1017,102,1,第一学期,2023-2024,66.8,81.1,66.9,71.6,中等,167.0,3
1018,102,6,第二学期,2024-2025,70.3,46.8,,62.9,及格,,3
1019,102,7,第二学期,2023-2024,68.6,92.4,70.8,77.3,中等,34.0,3
1020,102,8,第二学期,2023-2024,49.6,64.8,95.6,70.0,中等,,3
1021,102,4,第一学期,2023-2024,87.7,57.0,66.0,70.2,中等,125.0,3
1022,102,3,第二学期,2023-2024,89.4,71.3,70.0,76.9,中等,,3
1023,102,10,第二学期,2023-2024,50.2,96.3,95.9,80.8,良好,402.0,3
1024,102,5,第一学期,2024-2025,76.6,77.3,85.3,79.7,中等,180.0,3
1025,103,10,第一学期,2023-2024,80.2,83.9,78.1,80.7,良好,,3
1026,103,13,第一学期,2023-2024,45.7,89.8,85.3,73.6,中等,458.0,3
1027,103,2,第二学期,2024-2025,55.7,49.8,59.5,55.0,不及格,392.0,3
1028,103,6,第二学期,2024-2025,77.0,79.0,56.9,71.0,中等,101.0,3
1029,103,1,第一学期,2023-2024,49.5,82.3,51.2,61.0,及格,445.0,3
1030,103,8,第一学期,2023-2024,94.9,73.9,67.6,78.8,中等,495.0,3
1031,103,5,第二学期,2024-2025,80.5,77.8,76.7,78.3,中等,277.0,3
1032,103,3,第一学期,2023-2024,56.4,80.3,65.7,67.5,及格,66.0,3
1033,103,7,第一学期,2023-2024,46.3,63.8,72.9,61.0,及格,387.0,3
1034,103,11,第二学期,2024-2025,47.1,78.9,94.3,73.4,中等,420.0,3
1035,103,9,第一学期,2024-2025,65.0,,72.4,63.4,及格,306.0,3
1036,104,3,第一学期,2024-2025,87.5,97.5,84.5,89.8,良好,250.0,3
1037,104,5,第一学期,2023-2024,71.4,93.3,80.8,81.8,良好,417.0,3
1038,104,8,第一学期,2024-2025,76.6,56.4,66.6,66.5,及格,374.0,3
1039,104,4,第二学期,2023-2024,76.7,96.3,54.2,75.7,中等,453.0,3
1040,104,6,第二学期,2024-2025,73.0,59.0,63.1,65.0,及格,,3
1041,104,1,第一学期,2024-2025,89.5,93.9,72.1,85.2,,86.0,3
1042,104,11,第一学期,2024-2025,45.6,85.6,66.2,65.8,及格,342.0,3
1043,104,2,第一学期,2023-2024,60.5,64.8,90.2,71.8,中等,327.0,3
1044,105,6,第一学期,2023-2024,69.9,51.8,84.3,68.7,及格,490.0,3
1045,105,8,第二学期,2024-2025,86.1,,57.6,78.2,中等,168.0,3
1046,105,9,第一学期,2023-2024,86.0,69.9,84.4,80.1,良好,362.0,3
1047,105,12,第二学期,2024-2025,87.6,70.3,51.5,69.8,及格,418.0,3
1048,105,3,第二学期,2024-2025,,82.9,98.1,75.5,中等,186.0,3
1049,105,13,第二学期,2023-2024,93.1,68.5,73.2,78.3,中等,443.0,3
1050,105,10,第二学期,2023-2024,50.9,83.5,89.1,74.5,中等,343.0,3
1051,105,11,第一学期,2024-2025,64.6,95.6,84.6,81.6,良好,323.0,3
1052,105,5,第一学期,2023-2024,86.3,82.2,95.7,88.1,良好,29.0,3
1053,105,4,第二学期,2024-2025,87.4,97.1,84.6,89.7,良好,387.0,3
1054,105,7,第一学期,2024-2025,78.9,49.1,98.1,75.4,中等,131.0,3
1055,105,2,第二学期,2024-2025,69.1,65.3,84.1,72.8,中等,483.0,3
1056,106,6,第二学期,2023-2024,84.6,89.0,80.3,84.6,良好,91.0,3
1057,106,4,第二学期,2024-2025,87.4,60.9,57.5,68.6,及格,364.0,3
1058,106,7,第一学期,2023-2024,78.8,45.3,52.5,58.9,不及格,138.0,3
1059,106,11,第二学期,2024-2025,67.4,47.8,75.7,63.6,及格,177.0,3
1060,106,12,第一学期,2024-2025,66.1,52.5,81.4,66.7,及格,380.0,3
1061,106,8,第一学期,2023-2024,74.6,64.1,59.0,65.9,及格,245.0,3
1062,106,9,第一学期,2024-2025,46.8,96.7,59.7,67.7,及格,475.0,3
1063,106,5,第一学期,2024-2025,88.1,83.5,85.2,85.6,良好,436.0,3
1064,107,6,第一学期,2023-2024,,66.7,,79.7,中等,385.0,3
1065,107,7,第二学期,2023-2024,75.0,53.6,54.8,61.1,及格,266.0,3
1066,107,12,第一学期,2024-2025,76.4,58.7,83.2,72.8,中等,156.0,3
1067,107,3,第二学期,2024-2025,53.6,60.4,51.5,55.2,不及格,448.0,3
1068,107,2,第二学期,2024-2025,81.6,81.6,92.6,85.3,良好,430.0,3
1069,107,10,第一学期,2023-2024,70.8,50.8,63.0,61.5,及格,403.0,3
1070,107,5,第一学期,2024-2025,49.0,90.1,95.3,78.1,中等,381.0,3
1071,107,4,第二学期,2023-2024,91.0,86.6,60.8,79.5,中等,341.0,3
1072,107,13,第二学期,2023-2024,87.1,65.1,56.4,69.5,及格,,3
1073,108,7,第二学期,2023-2024,64.8,70.7,82.5,72.7,中等,307.0,3
1074,108,8,第二学期,2024-2025,54.8,91.8,88.3,78.3,中等,257.0,3
1075,108,3,第二学期,2023-2024,93.2,85.9,62.0,80.4,良好,115.0,3
1076,108,5,第一学期,2023-2024,47.9,76.7,99.1,74.6,中等,493.0,3
1077,108,4,第一学期,2024-2025,94.7,80.6,77.5,84.3,良好,366.0,3
1078,108,1,第一学期,2024-2025,46.1,50.5,90.3,62.3,及格,367.0,3
1079,108,9,第一学期,2024-2025,95.9,78.6,78.2,84.2,良好,474.0,3
1080,108,12,第一学期,2023-2024,93.7,47.1,51.8,64.2,及格,466.0,3
1081,108,6,第一学期,2024-2025,62.8,64.3,99.8,75.6,中等,257.0,3
1082,108,13,第一学期,2023-2024,90.7,89.0,62.8,80.8,良好,354.0,3
1083,109,2,第二学期,2023-2024,62.2,73.0,80.1,71.8,中等,247.0,3
1084,109,6,第二学期,2023-2024,69.4,50.2,77.0,65.5,及格,239.0,3
1085,109,12,第一学期,2023-2024,68.6,78.7,89.3,78.9,中等,359.0,3
1086,109,9,第二学期,2023-2024,45.7,74.7,90.7,70.4,中等,147.0,3
1087,109,4,第二学期,2023-2024,50.6,63.5,85.0,66.4,及格,353.0,3
1088,109,10,第一学期,2023-2024,78.3,81.1,85.1,81.5,良好,353.0,3
1089,109,5,第二学期,2023-2024,70.6,49.9,77.9,66.1,及格,496.0,3
1090,109,8,第一学期,2024-2025,97.8,81.4,86.5,88.6,良好,143.0,3
1091,109,11,第二学期,2024-2025,90.2,57.6,62.3,70.0,中等,367.0,3
1092,109,1,第二学期,2024-2025,46.3,66.3,87.7,66.8,及格,369.0,3
1093,109,7,第一学期,2023-2024,73.9,84.8,93.0,83.9,良好,133.0,3
1094,109,3,第一学期,2023-2024,78.8,64.0,70.0,70.9,中等,328.0,3
1095,110,1,第一学期,2024-2025,51.3,80.8,69.1,67.1,及格,239.0,3
1096,110,11,第一学期,2024-2025,54.6,69.5,90.3,71.5,中等,202.0,3
1097,110,3,第二学期,2023-2024,66.2,72.4,62.1,66.9,及格,33.0,3
1098,110,4,第二学期,2023-2024,90.0,78.0,57.9,75.3,中等,490.0,3
1099,110,12,第二学期,2023-2024,52.3,93.4,92.4,79.4,中等,382.0,3
1100,110,2,第二学期,2024-2025,94.9,70.0,52.0,72.3,中等,107.0,3
1101,110,8,第一学期,2023-2024,85.0,49.1,64.8,66.3,及格,12.0,3
1102,110,5,第二学期,2024-2025,68.4,90.1,96.9,85.1,良好,98.0,3
1103,110,6,第二学期,2023-2024,50.3,51.3,51.3,51.0,不及格,,3
1104,111,2,第二学期,2023-2024,94.1,65.1,83.0,80.7,良好,254.0,3
1105,111,7,第二学期,2023-2024,80.5,69.9,60.4,70.3,中等,368.0,3
1106,111,10,第一学期,2023-2024,72.1,60.4,79.6,70.7,中等,353.0,3
1107,111,3,第二学期,2023-2024,55.3,62.7,66.8,61.6,及格,391.0,3
1108,111,4,第二学期,2024-2025,47.3,84.4,91.5,74.4,中等,329.0,3
1109,111,12,第二学期,2023-2024,49.2,76.9,80.0,68.7,及格,235.0,3
1110,111,11,第二学期,2023-2024,64.6,80.3,83.0,76.0,中等,287.0,3
1111,111,6,第一学期,2023-2024,67.3,76.0,58.6,67.3,及格,17.0,3
1112,112,9,第一学期,2023-2024,50.2,67.8,52.8,56.9,不及格,213.0,3
1113,112,7,第二学期,2024-2025,92.0,82.7,97.4,90.7,优秀,249.0,3
1114,112,11,第二学期,2023-2024,48.4,50.1,92.6,63.7,及格,34.0,3
1115,112,5,第一学期,2023-2024,65.3,89.6,60.2,71.7,中等,212.0,3
1116,112,12,第一学期,2023-2024,85.8,59.1,52.8,65.9,及格,493.0,3
1117,112,3,第二学期,2024-2025,77.3,54.2,82.8,71.4,中等,381.0,3
1118,112,2,第二学期,2024-2025,48.4,73.6,66.6,62.9,及格,76.0,3
1119,112,8,第二学期,2024-2025,82.4,90.0,97.4,89.9,良好,263.0,3
1120,112,13,第一学期,2023-2024,61.3,68.1,51.1,60.2,及格,20.0,3
1121,112,10,第一学期,2024-2025,54.6,79.2,65.4,66.4,及格,490.0,3
1122,112,1,第一学期,2023-2024,88.3,72.0,59.9,73.4,中等,80.0,3
1123,113,1,第二学期,2023-2024,66.1,95.3,78.0,79.8,中等,58.0,3
1124,113,12,第一学期,2023-2024,56.3,57.9,50.4,54.9,不及格,235.0,3
1125,113,6,第二学期,2023-2024,62.1,80.8,87.0,76.6,中等,160.0,3
1126,113,8,第一学期,2023-2024,61.4,91.6,58.5,70.5,中等,372.0,3
1127,113,4,第二学期,2024-2025,49.8,96.5,73.0,73.1,中等,474.0,3
1128,113,10,第一学期,2023-2024,68.5,55.6,69.5,64.5,及格,326.0,3
1129,113,9,第一学期,2023-2024,81.7,63.8,73.7,73.1,中等,45.0,3
1130,113,11,第二学期,2023-2024,64.3,88.1,79.7,77.4,中等,286.0,3
1131,113,5,第一学期,2023-2024,74.1,93.0,87.6,84.9,良好,228.0,3
1132,113,13,第一学期,2024-2025,92.6,66.7,65.4,74.9,中等,36.0,3
1133,114,4,第二学期,2023-2024,,53.4,73.5,63.0,及格,236.0,3
1134,114,7,第一学期,2024-2025,64.7,66.8,75.4,69.0,及格,64.0,3
1135,114,12,第二学期,2023-2024,63.6,90.8,75.7,76.7,中等,388.0,3
1136,114,6,第二学期,2023-2024,53.9,65.8,52.1,57.3,不及格,224.0,3
1137,114,10,第一学期,2023-2024,84.6,64.4,97.5,82.2,良好,98.0,3
1138,114,3,第一学期,2023-2024,74.3,98.0,90.8,87.7,良好,155.0,3
1139,114,5,第二学期,2024-2025,54.6,58.9,96.6,70.0,中等,421.0,3
1140,114,9,第二学期,2023-2024,47.8,85.7,81.2,71.6,中等,238.0,3
1141,114,11,第二学期,2024-2025,86.0,83.2,57.9,75.7,中等,108.0,3
1142,114,2,第一学期,2023-2024,88.4,63.5,86.9,79.6,中等,465.0,3
1143,114,1,第一学期,2023-2024,54.7,51.3,59.4,55.1,不及格,18.0,3
1144,114,13,第一学期,2023-2024,93.0,51.2,66.7,70.3,中等,100.0,3
1145,115,3,第一学期,2024-2025,83.8,57.9,98.6,80.1,良好,224.0,3
1146,115,1,第二学期,2024-2025,84.7,50.2,80.8,71.9,中等,27.0,3
1147,115,2,第一学期,2023-2024,74.0,75.6,70.7,73.4,中等,342.0,3
1148,115,9,第一学期,2023-2024,80.6,80.7,69.2,76.8,中等,283.0,3
1149,115,6,第一学期,2023-2024,64.6,71.6,90.1,75.4,中等,225.0,3
1150,115,7,第二学期,2023-2024,51.5,,,75.1,中等,156.0,3
1151,115,11,第一学期,2023-2024,93.4,69.4,97.8,86.9,良好,316.0,3
1152,115,10,第一学期,2023-2024,53.4,81.8,58.5,64.6,及格,,3
1153,115,4,第一学期,2023-2024,82.9,75.2,76.0,78.0,中等,48.0,3
1154,115,8,第一学期,2024-2025,61.8,89.0,56.6,69.1,及格,356.0,3
1155,115,12,第一学期,2023-2024,90.8,64.7,94.1,83.2,良好,155.0,3
1156,116,13,第一学期,2023-2024,66.8,58.3,51.1,58.7,不及格,175.0,3
1157,116,5,第一学期,2024-2025,88.5,86.2,96.9,90.5,优秀,278.0,3
1158,116,11,第二学期,2024-2025,45.9,68.7,52.4,55.7,不及格,13.0,3
1159,116,9,第一学期,2023-2024,81.0,62.9,78.1,74.0,中等,217.0,3
1160,116,8,第一学期,2024-2025,66.2,72.2,72.8,70.4,,303.0,3
1161,116,3,第一学期,2024-2025,50.4,70.2,89.2,69.9,及格,246.0,3
1162,116,12,第一学期,2023-2024,58.9,86.2,58.6,67.9,及格,453.0,3
1163,116,4,第二学期,2024-2025,89.6,56.7,99.2,81.8,良好,4.0,3
1164,116,10,第一学期,2024-2025,68.9,93.7,93.3,85.3,良好,453.0,3
1165,116,7,第二学期,2024-2025,79.9,84.3,64.9,76.4,中等,109.0,3
1166,116,6,第二学期,2023-2024,83.8,,73.5,77.7,中等,79.0,3
1167,116,1,第二学期,2024-2025,82.4,64.5,99.1,82.0,,295.0,3
1168,117,1,第一学期,2024-2025,69.1,67.4,94.7,77.1,中等,42.0,3
1169,117,11,第二学期,2024-2025,81.4,50.0,51.2,60.9,及格,441.0,3
1170,117,9,第二学期,2023-2024,73.9,78.5,94.5,82.3,良好,121.0,3
1171,117,3,第一学期,2023-2024,62.6,60.5,87.5,70.2,中等,327.0,3
1172,117,10,第二学期,2023-2024,59.4,45.2,54.0,52.9,不及格,143.0,3
1173,117,12,第一学期,2024-2025,82.1,66.1,59.5,69.2,及格,185.0,3
1174,117,4,第二学期,2024-2025,81.5,86.9,50.5,73.0,中等,481.0,3
1175,117,5,第一学期,2024-2025,80.1,87.3,92.0,86.5,良好,298.0,3
1176,117,8,第一学期,2023-2024,90.9,90.7,90.9,90.8,优秀,193.0,3
1177,117,13,第二学期,2024-2025,59.0,52.3,,57.3,不及格,320.0,3
1178,118,6,第二学期,2023-2024,95.7,90.9,71.9,86.2,良好,281.0,3
1179,118,11,第一学期,2024-2025,62.5,70.4,72.6,68.5,及格,486.0,3
1180,118,4,第二学期,2024-2025,67.8,59.7,64.0,63.8,及格,123.0,3
1181,118,9,第二学期,2023-2024,56.5,91.6,84.8,77.6,中等,65.0,3
1182,118,2,第一学期,2024-2025,69.1,89.3,67.3,75.2,中等,481.0,3
1183,118,5,第一学期,2024-2025,52.9,85.7,84.8,74.5,中等,470.0,3
1184,118,3,第二学期,2023-2024,59.0,47.7,83.6,63.4,及格,240.0,3
1185,118,12,第二学期,2023-2024,63.0,90.7,52.7,68.8,及格,198.0,3
1186,119,2,第二学期,2024-2025,57.3,,94.5,82.6,良好,30.0,3
1187,119,4,第一学期,2024-2025,91.9,91.0,65.8,82.9,良好,57.0,3
1188,119,5,第一学期,2023-2024,94.7,50.3,93.9,79.6,中等,83.0,3
1189,119,1,第一学期,2023-2024,59.3,52.0,57.3,56.2,不及格,281.0,3
1190,119,3,第二学期,2024-2025,79.9,66.0,84.5,76.8,中等,455.0,3
1191,119,7,第一学期,2023-2024,48.4,90.3,63.5,67.4,及格,262.0,3
1192,119,12,第二学期,2023-2024,67.1,52.0,60.6,59.9,不及格,21.0,3
1193,119,6,第一学期,2023-2024,94.7,66.9,75.7,79.1,,,3
1194,119,9,第一学期,2024-2025,70.2,71.2,52.6,64.7,及格,498.0,3
1195,120,7,第二学期,2024-2025,95.5,64.9,67.0,75.8,中等,108.0,3
1196,120,1,第二学期,2024-2025,78.0,59.2,50.6,62.6,及格,188.0,3
1197,120,10,第一学期,2023-2024,58.2,77.4,90.9,75.5,中等,464.0,3
1198,120,4,第二学期,2024-2025,94.2,67.7,94.4,85.4,良好,319.0,3
1199,120,2,第二学期,2024-2025,96.2,53.1,68.2,72.5,中等,484.0,3
1200,120,12,第一学期,2024-2025,68.8,55.3,68.1,64.1,,113.0,3
1201,120,11,第二学期,2023-2024,85.9,86.8,55.7,76.1,中等,189.0,3
1202,120,13,第一学期,2023-2024,49.5,81.5,99.5,76.8,中等,44.0,3
1203,120,5,第二学期,2023-2024,75.6,57.1,75.3,69.3,及格,450.0,3
1204,121,10,第二学期,2024-2025,97.9,93.5,84.4,91.9,优秀,200.0,3
1205,121,6,第二学期,2023-2024,67.0,57.0,96.1,73.4,,299.0,3
1206,121,5,第一学期,2023-2024,67.4,79.3,63.9,70.2,中等,417.0,3
1207,121,8,第一学期,2024-2025,74.2,62.5,55.6,64.1,及格,85.0,3
1208,121,4,第一学期,2023-2024,97.1,69.6,85.9,84.2,良好,319.0,3
1209,121,3,第二学期,2024-2025,54.1,92.5,85.1,77.2,中等,158.0,3
1210,121,1,第一学期,2023-2024,83.0,70.5,66.7,73.4,中等,295.0,3
1211,121,2,第二学期,2023-2024,51.9,96.1,62.7,70.2,中等,385.0,3
1212,121,12,第一学期,2023-2024,50.7,94.2,51.6,65.5,及格,474.0,3
1213,121,9,第一学期,2024-2025,84.6,97.6,97.0,93.1,优秀,175.0,3
1214,121,13,第一学期,2024-2025,71.9,96.9,71.7,80.2,良好,203.0,3
1215,121,11,第一学期,2024-2025,94.6,77.6,65.3,79.2,中等,472.0,3
1216,122,9,第二学期,2023-2024,62.6,97.7,68.0,76.1,中等,397.0,3
1217,122,4,第二学期,2023-2024,62.3,53.2,75.5,63.7,及格,284.0,3
1218,122,8,第一学期,2023-2024,62.8,90.7,75.2,76.2,中等,129.0,3
1219,122,12,第二学期,2023-2024,60.1,73.5,81.2,71.6,中等,348.0,3
1220,122,6,第二学期,2024-2025,97.7,80.5,54.1,77.4,中等,425.0,3
1221,122,5,第一学期,2023-2024,68.9,,89.3,71.2,中等,418.0,3
1222,122,2,第一学期,2023-2024,71.2,92.6,72.8,78.9,,489.0,3
1223,122,11,第一学期,2023-2024,61.5,50.7,83.1,65.1,及格,55.0,3
1224,122,10,第二学期,2024-2025,72.5,98.0,96.9,89.1,良好,275.0,3
1225,122,7,第一学期,2023-2024,69.1,88.1,88.0,81.7,良好,,3
1226,122,13,第二学期,2023-2024,73.9,86.2,85.6,81.9,良好,228.0,3
1227,122,1,第二学期,2024-2025,82.3,,69.6,75.9,中等,8.0,3
1228,123,11,第一学期,2023-2024,75.6,79.6,79.9,78.4,中等,475.0,3
1229,123,12,第二学期,2023-2024,97.8,65.9,80.8,81.5,良好,344.0,3
1230,123,2,第二学期,2024-2025,67.8,95.4,57.1,73.4,中等,399.0,3
1231,123,8,第一学期,2023-2024,48.8,90.5,52.9,64.1,及格,322.0,3
1232,123,3,第二学期,2023-2024,72.1,49.5,61.5,61.0,及格,383.0,3
1233,123,13,第二学期,2023-2024,87.9,52.1,,67.2,及格,474.0,3
1234,123,10,第二学期,2024-2025,52.3,59.1,59.5,57.0,不及格,348.0,3
1235,123,1,第二学期,2024-2025,72.3,70.6,78.5,73.8,中等,343.0,3
1236,123,9,第二学期,2023-2024,53.5,45.6,84.0,61.0,及格,269.0,3
1237,123,5,第二学期,2024-2025,,51.9,78.4,71.7,中等,100.0,3
1238,123,6,第一学期,2024-2025,59.9,55.8,78.4,64.7,及格,480.0,3
1239,124,7,第一学期,2023-2024,56.9,78.7,58.9,64.8,,69.0,3
1240,124,4,第一学期,2023-2024,74.6,52.1,68.8,65.2,及格,53.0,3
1241,124,12,第一学期,2024-2025,58.4,76.4,88.5,74.4,中等,400.0,3
1242,124,11,第二学期,2024-2025,76.3,97.9,58.7,77.6,中等,325.0,3
1243,124,1,第一学期,2023-2024,46.5,75.2,67.7,63.1,及格,383.0,3
1244,124,3,第二学期,2024-2025,69.5,66.2,58.3,64.7,及格,137.0,3
1245,124,9,第二学期,2023-2024,50.8,95.9,52.4,66.4,及格,71.0,3
1246,124,6,第一学期,2024-2025,92.3,70.4,87.6,83.4,良好,120.0,3
1247,124,2,第一学期,2024-2025,,52.3,60.9,53.2,不及格,388.0,3
1248,124,10,第二学期,2023-2024,57.9,57.5,83.1,66.2,及格,179.0,3
1249,124,8,第一学期,2024-2025,96.1,61.0,86.9,81.3,良好,,3
1250,124,13,第一学期,2023-2024,93.5,91.2,68.2,84.3,良好,115.0,3
1251,125,1,第一学期,2024-2025,45.8,67.2,65.5,59.5,不及格,33.0,3
1252,125,13,第一学期,2023-2024,76.1,50.8,98.6,75.2,中等,86.0,3
